,ibd_lengths,ibd_nodes
629,396526.0,255169
630,396526.0,255169
631,319901.0,154635
632,562624.0,239359
633,245150.0,368674
634,245150.0,368674
635,1000000.0,345115
636,1000000.0,44590
637,1000000.0,2966
638,245150.0,368674
639,1000000.0,345115
640,1000000.0,308752
641,1000000.0,308752
642,1000000.0,39815
643,1000000.0,20100
644,1000000.0,39815
645,1000000.0,2148
646,1000000.0,80104
647,192628.0,331854
648,1000000.0,58623
649,192628.0,331854
650,1000000.0,5197
651,1000000.0,165822
652,1000000.0,304878
653,1000000.0,165822
654,1000000.0,81963
655,1000000.0,304878
656,1000000.0,196294
657,1000000.0,66771
658,1000000.0,5518
659,1000000.0,29107
660,1000000.0,111088
661,1000000.0,111088
