,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
2776,1326,1718,0.478495,206432,206432,1
2777,1327,1436,0.961373,289346,289346,1
2778,1327,1584,0.889029,225664,225664,1
2779,1327,1742,0.038627,326543,326543,1
2780,1327,1750,0.961373,289346,289346,1
2781,1329,1483,0.761521,53072,53072,1
2782,1329,1670,0.761521,18284,18284,1
2783,1332,1965,0.575467,238881,238881,1
2784,1333,1341,0.221055,40032,40032,1
2785,1334,1890,1.0,194014,194014,1
2786,1335,1488,1.0,282816,282816,1
2787,1336,1465,1.0,111084,111084,1
2788,1336,1480,1.0,264628,264628,1
2789,1338,1562,1.0,15013,15013,1
2790,1339,1642,1.0,133164,133164,1
2791,1342,1912,1.0,355929,355929,1
2792,1343,1494,0.402279,359736,359736,1
2793,1343,1577,1.0,256379,256379,1
2794,1343,1681,0.402279,359736,359736,1
2795,1345,1643,1.0,3099,3099,1
2796,1345,1916,1.0,261089,261089,1
2797,1346,1481,1.0,41273,41273,1
2798,1346,1627,1.0,246286,246286,1
