,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
10,32,133,1.0,227688,1746204,284483
11,32,906,1.0,218791,1746204,284543
12,32,976,1.0,160838,1746202,285457
13,32,1147,1.0,137027,1746204,282919
14,32,1350,1.0,150611,1746203,284111
15,32,1455,1.0,124541,1746200,283755
16,32,1590,1.0,179555,1746204,285390
17,52,133,1.0,217249,1746204,284433
18,52,906,1.0,281298,1746204,283846
19,52,976,1.0,139569,1746202,283759
20,52,1147,1.0,252056,1746204,282947
21,52,1350,1.0,113495,1746203,285030
22,52,1455,1.0,197105,1746198,283346
23,52,1590,1.0,115488,1746204,283192
24,133,906,1.0,227615,1746203,284244
25,133,976,1.0,98771,1746204,285564
26,133,1147,1.0,156467,1746203,282871
27,133,1350,1.0,218907,1746204,286335
28,133,1455,1.0,110430,1746204,283642
29,133,1590,1.0,169036,1746203,285737
30,906,976,1.0,192543,1746204,282068
31,906,1147,1.0,111636,1746200,283464
32,906,1350,1.0,189992,1746204,283424
33,906,1455,1.0,170230,1746204,285419
34,906,1590,1.0,163336,1746199,281153
35,976,1147,1.0,163599,1746204,283589
36,976,1350,1.0,166197,1746203,287612
37,976,1455,1.0,145556,1746202,282318
38,976,1590,1.0,172640,1746204,285400
39,1147,1350,1.0,140014,1746204,281155
40,1147,1455,1.0,238615,1746204,278961
41,1147,1590,1.0,172134,1746200,282101
42,1350,1455,1.0,149998,1746203,282503
43,1350,1590,1.0,253892,1746204,283035
44,1455,1590,1.0,74663,1746204,284285
0,270,290,1.0,130593,1746201,283482
1,270,674,1.0,109849,1746204,286424
2,270,677,1.0,122891,1746200,283317
3,270,863,1.0,124934,1746200,286565
4,270,893,1.0,112524,1746204,281853
5,270,1051,1.0,80853,1746203,283063
6,270,1613,1.0,29899,1746204,279464
7,270,1827,1.0,110814,1746200,282705
8,270,1949,1.0,105511,1746200,278827
9,290,674,1.0,249159,1746204,285396
10,290,677,1.0,140690,1746201,282472
11,290,863,1.0,99951,1746201,284099
12,290,893,1.0,285464,1746204,285566
13,290,1051,1.0,107006,1746203,281335
14,290,1613,1.0,104826,1746204,282857
15,290,1827,1.0,56120,1746201,278148
16,290,1949,1.0,176157,1746201,282849
17,674,677,1.0,91174,1746204,283951
18,674,863,1.0,100021,1746204,278721
19,674,893,1.0,117623,1746203,282644
20,674,1051,1.0,231102,1746204,282868
21,674,1613,1.0,157975,1746203,279172
22,674,1827,1.0,99804,1746204,283313
23,674,1949,1.0,255803,1746204,284661
24,677,863,1.0,156652,1746198,286042
25,677,893,1.0,198403,1746204,282989
26,677,1051,1.0,109932,1746203,282785
27,677,1613,1.0,98269,1746204,283915
28,677,1827,1.0,2103,1746198,265098
29,677,1949,1.0,125246,1746200,282394
30,863,893,1.0,82344,1746204,282835
31,863,1051,1.0,268210,1746203,282432
32,863,1613,1.0,124934,1746204,281352
33,863,1827,1.0,102348,1746197,284296
34,863,1949,1.0,279899,1746200,280427
35,893,1051,1.0,247253,1746204,283062
36,893,1613,1.0,129339,1746199,283060
37,893,1827,1.0,81359,1746204,282514
38,893,1949,1.0,310794,1746204,281049
39,1051,1613,1.0,167605,1746204,282700
40,1051,1827,1.0,173583,1746203,281625
41,1051,1949,1.0,161412,1746203,283672
42,1613,1827,1.0,200520,1746204,283930
43,1613,1949,1.0,83142,1746204,284424
44,1827,1949,1.0,216438,1746200,282877
0,177,329,1.0,225111,1746204,285209
1,177,384,1.0,23760,1746204,282081
2,177,424,1.0,127714,1746204,283672
3,177,569,1.0,245289,1746204,286015
4,177,689,1.0,66982,1746205,282632
5,177,979,1.0,158978,1746204,284012
6,177,1545,1.0,307466,1746204,286161
7,177,1751,1.0,227794,1746202,281279
8,177,1885,1.0,16279,1746204,276560
9,329,384,1.0,160596,1746202,284834
10,329,424,1.0,219529,1746203,285288
11,329,569,1.0,101683,1746203,278674
12,329,689,1.0,42223,1746205,282594
13,329,979,1.0,114803,1746201,284657
14,329,1545,1.0,157525,1746202,283905
15,329,1751,1.0,300649,1746204,281802
16,329,1885,1.0,122574,1746200,283831
17,384,424,1.0,195052,1746203,285696
18,384,569,1.0,228220,1746203,284674
19,384,689,1.0,253207,1746205,282935
20,384,979,1.0,231090,1746202,284193
21,384,1545,1.0,261496,1746198,284242
22,384,1751,1.0,354430,1746204,284012
23,384,1885,1.0,295581,1746202,284969
24,424,569,1.0,208731,1746201,286349
25,424,689,1.0,294272,1746205,284000
26,424,979,1.0,296251,1746203,285529
